Date,Open,High,Low,Close,Adj Close,Volume,Class
9/5/2020,,,,,,,Test
9/6/2020,,,,,,,Test
9/7/2020,,,,,,,Test
9/8/2020,,,,,,,Test
9/9/2020,,,,,,,Test
9/10/2020,,,,,,,Test
9/11/2020,,,,,,,Test
9/12/2020,,,,,,,Test
9/13/2020,,,,,,,Test
9/14/2020,,,,,,,Test
9/15/2020,,,,,,,Test
9/16/2020,,,,,,,Test
9/17/2020,,,,,,,Test
9/18/2020,,,,,,,Test
9/19/2020,,,,,,,Test
9/20/2020,,,,,,,Test
9/21/2020,,,,,,,Test
9/22/2020,,,,,,,Test
9/23/2020,,,,,,,Test
9/24/2020,,,,,,,Test
9/25/2020,,,,,,,Test
9/26/2020,,,,,,,Test
9/27/2020,,,,,,,Test
9/28/2020,,,,,,,Test
9/29/2020,,,,,,,Test
9/30/2020,,,,,,,Test
10/1/2020,,,,,,,Test
10/2/2020,,,,,,,Test
10/3/2020,,,,,,,Test
10/4/2020,,,,,,,Test
10/5/2020,,,,,,,Test
10/6/2020,,,,,,,Test
10/7/2020,,,,,,,Test
10/8/2020,,,,,,,Test
10/9/2020,,,,,,,Test
10/10/2020,,,,,,,Test
10/11/2020,,,,,,,Test
10/12/2020,,,,,,,Test
10/13/2020,,,,,,,Test
10/14/2020,,,,,,,Test
10/15/2020,,,,,,,Test
10/16/2020,,,,,,,Test
10/17/2020,,,,,,,Test
10/18/2020,,,,,,,Test
10/19/2020,,,,,,,Test
10/20/2020,,,,,,,Test
10/21/2020,,,,,,,Test
10/22/2020,,,,,,,Test
10/23/2020,,,,,,,Test
10/24/2020,,,,,,,Test
10/25/2020,,,,,,,Test
10/26/2020,,,,,,,Test
10/27/2020,,,,,,,Test
10/28/2020,,,,,,,Test
10/29/2020,,,,,,,Test
10/30/2020,,,,,,,Test
10/31/2020,,,,,,,Test
11/1/2020,,,,,,,Test
11/2/2020,,,,,,,Test
11/3/2020,,,,,,,Test
11/4/2020,,,,,,,Test
11/5/2020,,,,,,,Test
11/6/2020,,,,,,,Test
11/7/2020,,,,,,,Test
11/8/2020,,,,,,,Test
11/9/2020,,,,,,,Test
11/10/2020,,,,,,,Test
11/11/2020,,,,,,,Test
11/12/2020,,,,,,,Test
11/13/2020,,,,,,,Test
11/14/2020,,,,,,,Test
11/15/2020,,,,,,,Test
11/16/2020,,,,,,,Test
11/17/2020,,,,,,,Test
11/18/2020,,,,,,,Test
11/19/2020,,,,,,,Test
11/20/2020,,,,,,,Test
11/21/2020,,,,,,,Test
11/22/2020,,,,,,,Test
11/23/2020,,,,,,,Test
11/24/2020,,,,,,,Test
11/25/2020,,,,,,,Test
11/26/2020,,,,,,,Test
11/27/2020,,,,,,,Test
11/28/2020,,,,,,,Test
11/29/2020,,,,,,,Test
11/30/2020,,,,,,,Test
12/1/2020,,,,,,,Test
12/2/2020,,,,,,,Test
12/3/2020,,,,,,,Test
12/4/2020,,,,,,,Test
12/5/2020,,,,,,,Test
12/6/2020,,,,,,,Test
12/7/2020,,,,,,,Test
12/8/2020,,,,,,,Test
12/9/2020,,,,,,,Test
12/10/2020,,,,,,,Test
12/11/2020,,,,,,,Test
12/12/2020,,,,,,,Test
12/13/2020,,,,,,,Test
12/14/2020,,,,,,,Test
12/15/2020,,,,,,,Test
12/16/2020,,,,,,,Test
12/17/2020,,,,,,,Test
12/18/2020,,,,,,,Test
12/19/2020,,,,,,,Test
12/20/2020,,,,,,,Test
12/21/2020,,,,,,,Test
12/22/2020,,,,,,,Test
12/23/2020,,,,,,,Test
12/24/2020,,,,,,,Test
12/25/2020,,,,,,,Test
12/26/2020,,,,,,,Test
12/27/2020,,,,,,,Test
12/28/2020,,,,,,,Test
12/29/2020,,,,,,,Test
12/30/2020,,,,,,,Test
12/31/2020,,,,,,,Test
1/1/2021,,,,,,,Test
1/2/2021,,,,,,,Test
1/3/2021,,,,,,,Test
1/4/2021,,,,,,,Test
1/5/2021,,,,,,,Test
1/6/2021,,,,,,,Test
1/7/2021,,,,,,,Test
1/8/2021,,,,,,,Test
1/9/2021,,,,,,,Test
1/10/2021,,,,,,,Test
1/11/2021,,,,,,,Test
1/12/2021,,,,,,,Test
1/13/2021,,,,,,,Test
1/14/2021,,,,,,,Test
1/15/2021,,,,,,,Test
1/16/2021,,,,,,,Test
1/17/2021,,,,,,,Test
1/18/2021,,,,,,,Test
1/19/2021,,,,,,,Test
1/20/2021,,,,,,,Test
1/21/2021,,,,,,,Test
1/22/2021,,,,,,,Test
1/23/2021,,,,,,,Test
1/24/2021,,,,,,,Test
1/25/2021,,,,,,,Test
1/26/2021,,,,,,,Test
1/27/2021,,,,,,,Test
1/28/2021,,,,,,,Test
1/29/2021,,,,,,,Test
1/30/2021,,,,,,,Test
1/31/2021,,,,,,,Test
2/1/2021,,,,,,,Test
2/2/2021,,,,,,,Test
2/3/2021,,,,,,,Test
2/4/2021,,,,,,,Test
2/5/2021,,,,,,,Test
2/6/2021,,,,,,,Test
2/7/2021,,,,,,,Test
2/8/2021,,,,,,,Test
2/9/2021,,,,,,,Test
2/10/2021,,,,,,,Test
2/11/2021,,,,,,,Test
2/12/2021,,,,,,,Test
2/13/2021,,,,,,,Test
2/14/2021,,,,,,,Test
2/15/2021,,,,,,,Test
2/16/2021,,,,,,,Test
2/17/2021,,,,,,,Test
2/18/2021,,,,,,,Test
2/19/2021,,,,,,,Test
2/20/2021,,,,,,,Test
2/21/2021,,,,,,,Test
2/22/2021,,,,,,,Test
2/23/2021,,,,,,,Test
2/24/2021,,,,,,,Test
2/25/2021,,,,,,,Test
2/26/2021,,,,,,,Test
2/27/2021,,,,,,,Test
2/28/2021,,,,,,,Test
3/1/2021,,,,,,,Test
3/2/2021,,,,,,,Test
3/3/2021,,,,,,,Test
3/4/2021,,,,,,,Test
3/5/2021,,,,,,,Test
3/6/2021,,,,,,,Test
3/7/2021,,,,,,,Test
3/8/2021,,,,,,,Test
3/9/2021,,,,,,,Test
3/10/2021,,,,,,,Test
3/11/2021,,,,,,,Test
3/12/2021,,,,,,,Test
3/13/2021,,,,,,,Test
3/14/2021,,,,,,,Test
3/15/2021,,,,,,,Test
3/16/2021,,,,,,,Test
3/17/2021,,,,,,,Test
3/18/2021,,,,,,,Test
3/19/2021,,,,,,,Test
3/20/2021,,,,,,,Test
3/21/2021,,,,,,,Test
3/22/2021,,,,,,,Test
3/23/2021,,,,,,,Test
3/24/2021,,,,,,,Test
3/25/2021,,,,,,,Test
3/26/2021,,,,,,,Test
3/27/2021,,,,,,,Test
3/28/2021,,,,,,,Test
3/29/2021,,,,,,,Test
3/30/2021,,,,,,,Test
3/31/2021,,,,,,,Test
4/1/2021,,,,,,,Test
4/2/2021,,,,,,,Test
4/3/2021,,,,,,,Test
4/4/2021,,,,,,,Test
4/5/2021,,,,,,,Test
4/6/2021,,,,,,,Test
4/7/2021,,,,,,,Test
4/8/2021,,,,,,,Test
4/9/2021,,,,,,,Test
4/10/2021,,,,,,,Test
4/11/2021,,,,,,,Test
4/12/2021,,,,,,,Test
4/13/2021,,,,,,,Test
4/14/2021,,,,,,,Test
4/15/2021,,,,,,,Test
4/16/2021,,,,,,,Test
4/17/2021,,,,,,,Test
4/18/2021,,,,,,,Test
4/19/2021,,,,,,,Test
4/20/2021,,,,,,,Test
4/21/2021,,,,,,,Test
4/22/2021,,,,,,,Test
4/23/2021,,,,,,,Test
4/24/2021,,,,,,,Test
4/25/2021,,,,,,,Test
4/26/2021,,,,,,,Test
4/27/2021,,,,,,,Test
4/28/2021,,,,,,,Test
4/29/2021,,,,,,,Test
4/30/2021,,,,,,,Test
5/1/2021,,,,,,,Test
5/2/2021,,,,,,,Test
5/3/2021,,,,,,,Test
5/4/2021,,,,,,,Test
5/5/2021,,,,,,,Test
5/6/2021,,,,,,,Test
5/7/2021,,,,,,,Test
5/8/2021,,,,,,,Test
5/9/2021,,,,,,,Test
5/10/2021,,,,,,,Test
5/11/2021,,,,,,,Test
5/12/2021,,,,,,,Test
5/13/2021,,,,,,,Test
5/14/2021,,,,,,,Test
5/15/2021,,,,,,,Test
5/16/2021,,,,,,,Test
5/17/2021,,,,,,,Test
5/18/2021,,,,,,,Test
5/19/2021,,,,,,,Test
5/20/2021,,,,,,,Test
5/21/2021,,,,,,,Test
5/22/2021,,,,,,,Test
5/23/2021,,,,,,,Test
5/24/2021,,,,,,,Test
5/25/2021,,,,,,,Test
5/26/2021,,,,,,,Test
5/27/2021,,,,,,,Test
5/28/2021,,,,,,,Test
5/29/2021,,,,,,,Test
5/30/2021,,,,,,,Test
5/31/2021,,,,,,,Test
6/1/2021,,,,,,,Test
6/2/2021,,,,,,,Test
6/3/2021,,,,,,,Test
6/4/2021,,,,,,,Test
6/5/2021,,,,,,,Test
6/6/2021,,,,,,,Test
6/7/2021,,,,,,,Test
6/8/2021,,,,,,,Test
6/9/2021,,,,,,,Test
6/10/2021,,,,,,,Test
6/11/2021,,,,,,,Test
6/12/2021,,,,,,,Test
6/13/2021,,,,,,,Test
6/14/2021,,,,,,,Test
6/15/2021,,,,,,,Test
6/16/2021,,,,,,,Test
6/17/2021,,,,,,,Test
6/18/2021,,,,,,,Test
6/19/2021,,,,,,,Test
6/20/2021,,,,,,,Test
6/21/2021,,,,,,,Test
6/22/2021,,,,,,,Test
6/23/2021,,,,,,,Test
6/24/2021,,,,,,,Test
6/25/2021,,,,,,,Test
6/26/2021,,,,,,,Test
6/27/2021,,,,,,,Test
6/28/2021,,,,,,,Test
6/29/2021,,,,,,,Test
6/30/2021,,,,,,,Test
7/1/2021,,,,,,,Test
7/2/2021,,,,,,,Test
7/3/2021,,,,,,,Test
7/4/2021,,,,,,,Test
7/5/2021,,,,,,,Test
7/6/2021,,,,,,,Test
7/7/2021,,,,,,,Test
7/8/2021,,,,,,,Test
7/9/2021,,,,,,,Test
7/10/2021,,,,,,,Test
7/11/2021,,,,,,,Test
7/12/2021,,,,,,,Test
7/13/2021,,,,,,,Test
7/14/2021,,,,,,,Test
7/15/2021,,,,,,,Test
7/16/2021,,,,,,,Test
7/17/2021,,,,,,,Test
7/18/2021,,,,,,,Test
7/19/2021,,,,,,,Test
7/20/2021,,,,,,,Test
7/21/2021,,,,,,,Test
7/22/2021,,,,,,,Test
7/23/2021,,,,,,,Test
7/24/2021,,,,,,,Test
7/25/2021,,,,,,,Test
7/26/2021,,,,,,,Test
7/27/2021,,,,,,,Test
7/28/2021,,,,,,,Test
7/29/2021,,,,,,,Test
7/30/2021,,,,,,,Test
7/31/2021,,,,,,,Test
8/1/2021,,,,,,,Test
8/2/2021,,,,,,,Test
8/3/2021,,,,,,,Test
8/4/2021,,,,,,,Test
8/5/2021,,,,,,,Test
8/6/2021,,,,,,,Test
8/7/2021,,,,,,,Test
8/8/2021,,,,,,,Test
8/9/2021,,,,,,,Test
8/10/2021,,,,,,,Test
8/11/2021,,,,,,,Test
8/12/2021,,,,,,,Test
8/13/2021,,,,,,,Test
8/14/2021,,,,,,,Test
8/15/2021,,,,,,,Test
8/16/2021,,,,,,,Test
8/17/2021,,,,,,,Test
8/18/2021,,,,,,,Test
8/19/2021,,,,,,,Test
8/20/2021,,,,,,,Test
8/21/2021,,,,,,,Test
8/22/2021,,,,,,,Test
8/23/2021,,,,,,,Test
8/24/2021,,,,,,,Test
8/25/2021,,,,,,,Test
8/26/2021,,,,,,,Test
8/27/2021,,,,,,,Test
8/28/2021,,,,,,,Test
8/29/2021,,,,,,,Test
8/30/2021,,,,,,,Test
8/31/2021,,,,,,,Test
9/1/2021,,,,,,,Test
9/2/2021,,,,,,,Test
9/3/2021,,,,,,,Test
9/4/2021,,,,,,,Test
9/5/2021,,,,,,,Test
9/6/2021,,,,,,,Test
9/7/2021,,,,,,,Test
9/8/2021,,,,,,,Test
9/9/2021,,,,,,,Test
9/10/2021,,,,,,,Test
9/11/2021,,,,,,,Test
9/12/2021,,,,,,,Test
9/13/2021,,,,,,,Test
9/14/2021,,,,,,,Test
9/15/2021,,,,,,,Test
9/16/2021,,,,,,,Test
9/17/2021,,,,,,,Test
9/18/2021,,,,,,,Test
9/19/2021,,,,,,,Test
9/20/2021,,,,,,,Test
9/21/2021,,,,,,,Test
9/22/2021,,,,,,,Test
9/23/2021,,,,,,,Test
9/24/2021,,,,,,,Test
9/25/2021,,,,,,,Test
9/26/2021,,,,,,,Test
9/27/2021,,,,,,,Test
9/28/2021,,,,,,,Test
9/29/2021,,,,,,,Test
9/30/2021,,,,,,,Test
10/1/2021,,,,,,,Test
10/2/2021,,,,,,,Test
10/3/2021,,,,,,,Test
10/4/2021,,,,,,,Test
10/5/2021,,,,,,,Test
10/6/2021,,,,,,,Test
10/7/2021,,,,,,,Test
10/8/2021,,,,,,,Test
10/9/2021,,,,,,,Test
10/10/2021,,,,,,,Test
10/11/2021,,,,,,,Test
10/12/2021,,,,,,,Test
10/13/2021,,,,,,,Test
10/14/2021,,,,,,,Test
10/15/2021,,,,,,,Test
10/16/2021,,,,,,,Test
10/17/2021,,,,,,,Test
10/18/2021,,,,,,,Test
10/19/2021,,,,,,,Test
10/20/2021,,,,,,,Test
10/21/2021,,,,,,,Test
10/22/2021,,,,,,,Test
10/23/2021,,,,,,,Test
10/24/2021,,,,,,,Test
10/25/2021,,,,,,,Test
10/26/2021,,,,,,,Test
10/27/2021,,,,,,,Test
10/28/2021,,,,,,,Test
10/29/2021,,,,,,,Test
10/30/2021,,,,,,,Test
10/31/2021,,,,,,,Test
11/1/2021,,,,,,,Test
11/2/2021,,,,,,,Test
11/3/2021,,,,,,,Test
11/4/2021,,,,,,,Test
11/5/2021,,,,,,,Test
11/6/2021,,,,,,,Test
11/7/2021,,,,,,,Test
11/8/2021,,,,,,,Test
11/9/2021,,,,,,,Test
11/10/2021,,,,,,,Test
11/11/2021,,,,,,,Test
11/12/2021,,,,,,,Test
11/13/2021,,,,,,,Test
11/14/2021,,,,,,,Test
11/15/2021,,,,,,,Test
11/16/2021,,,,,,,Test
11/17/2021,,,,,,,Test
11/18/2021,,,,,,,Test
11/19/2021,,,,,,,Test
11/20/2021,,,,,,,Test
11/21/2021,,,,,,,Test
11/22/2021,,,,,,,Test
11/23/2021,,,,,,,Test
11/24/2021,,,,,,,Test
11/25/2021,,,,,,,Test
11/26/2021,,,,,,,Test
11/27/2021,,,,,,,Test
11/28/2021,,,,,,,Test
11/29/2021,,,,,,,Test
11/30/2021,,,,,,,Test
12/1/2021,,,,,,,Test
12/2/2021,,,,,,,Test
12/3/2021,,,,,,,Test
12/4/2021,,,,,,,Test
12/5/2021,,,,,,,Test
12/6/2021,,,,,,,Test
12/7/2021,,,,,,,Test
12/8/2021,,,,,,,Test
12/9/2021,,,,,,,Test
12/10/2021,,,,,,,Test
12/11/2021,,,,,,,Test
12/12/2021,,,,,,,Test
12/13/2021,,,,,,,Test
12/14/2021,,,,,,,Test
12/15/2021,,,,,,,Test
12/16/2021,,,,,,,Test
12/17/2021,,,,,,,Test
12/18/2021,,,,,,,Test
12/19/2021,,,,,,,Test
12/20/2021,,,,,,,Test
12/21/2021,,,,,,,Test
12/22/2021,,,,,,,Test
12/23/2021,,,,,,,Test
12/24/2021,,,,,,,Test
12/25/2021,,,,,,,Test
12/26/2021,,,,,,,Test
