Date,Open,High,Low,Close,Adj Close,Volume,Class
12/31/2015,54.939999,55.27,52.860001,53.52,46.391449,16680200,Train
1/7/2016,52.650002,54.900002,51.91,52.380001,45.40329,30622500,Train
1/14/2016,51.650002,52.18,46.860001,48.310001,41.875393,38739100,Train
1/21/2016,48.48,50.57,47.75,48.049999,41.650021,31111000,Train
1/28/2016,48.439999,49.130001,44.509998,45.389999,39.344322,53114600,Train
2/4/2016,45.5,45.720001,40.52,43.41,37.62804,46013400,Train
2/11/2016,42.709999,46.150002,42.669998,45.919998,39.803719,22530400,Train
2/18/2016,45.939999,48.580002,44.830002,48.029999,41.911972,27391000,Train
2/25/2016,48.040001,48.970001,47.73,48.16,42.025417,21533500,Train
3/3/2016,47.389999,48.189999,45.98,46.470001,40.55069,26449200,Train
3/10/2016,46.389999,49.040001,45.740002,48.830002,42.610069,18027200,Train
